county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Clark County,Nevada,543811,23991.150188709213,8458,2266714,373,0.01555319770737385,30.7,55.9,50.010225161851054,6.8,51241,15.8,22.2,21.6,27.8,5.0,240.6,33.97123071035016,-10.0,44.0,54.0
Florence County,Wisconsin,1093,25448.195576251455,17,4294,395,0.015553520992358556,0.9,1.500000000000009,48.09370693615067,6.8,44562,10.3,15.4,24.3,32.0,9.1,305.7,19.00826446280992,45.99999999999999,72.6,26.6
Forest County,Pennsylvania,2250,31047.32992962605,35,7246,483,0.01555555486419756,7.0,40.3,19.16621548456957,7.7,37794,18.1,9.2,20.0,32.1,172.8,287.3,60.54493451753725,43.8,71.1,27.3
Rockingham County,Virginia,14648,17874.749841362816,228,81947,278,0.01556526477631578,6.5,10.500000000000004,51.06988926042237,4.1,55798,18.5,23.7,23.5,26.4,89.9,208.5,25.72031518575878,40.5,69.5,29.0
Curry County,Oregon,3340,14569.247546346782,52,22924,226,0.015568861809315514,6.8,13.200000000000012,51.29820798140948,8.5,40524,9.2,22.2,16.9,29.9,7.0,228.4,20.442729270515088,16.29999999999999,56.89999999999999,40.6
Mercer County,New Jersey,80988,22041.749448874616,1261,367429,343,0.015570207912813987,16.9,49.2,51.0681322684151,4.8,73750,12.7,39.8,21.5,24.6,300.0,167.7,37.1596937640967,-40.19999999999999,29.0,69.19999999999999
Payette County,Idaho,5586,23322.617009728194,87,23950,363,0.015574650634180976,17.0,21.20000000000001,49.862078024431895,4.9,45533,14.6,15.0,23.9,33.3,1.5,164.4,28.493636421199263,59.4,78.5,19.1
Boyle County,Kentucky,8473,28186.959414504327,132,30059,439,0.015578897491102356,3.2,14.099999999999996,50.01175561750579,5.7,41538,14.4,22.2,30.6,32.2,309.9,265.3,37.90720631786772,24.7,61.3,36.6
McMinn County,Tennessee,16680,31007.17552143362,260,53793,483,0.015587529882568764,3.7,10.300000000000008,51.245030341075534,6.5,39528,17.5,14.8,35.1,33.7,211.8,268.8,43.71391917896087,60.6,79.7,19.1
Union County,New Jersey,151057,27151.87268240162,2355,556340,423,0.015590141459455607,30.7,59.3,51.26552070623699,5.9,68172,14.6,32.3,22.7,24.7,287.6,186.5,43.05560681989182,-37.500000000000014,30.6,68.10000000000001
Logan County,Arkansas,5130,23898.257709866768,80,21465,372,0.015594541606344218,2.9,9.199999999999998,50.62838271718191,5.9,36391,18.0,11.8,35.0,37.5,31.6,297.2,50.59191154377741,59.5,78.3,18.8
Lawrence County,Mississippi,3590,28523.756554902273,56,12585,444,0.015598885359362524,0.5,34.599999999999994,51.41796350422624,7.4,38471,18.6,12.8,34.0,36.8,114.1,191.5,31.396321070234112,30.7,64.8,34.1
Rock Island County,Illinois,33837,23849.1954411858,528,141878,372,0.015604220186174248,12.6,27.4,50.717827707670736,6.5,48024,12.2,21.7,23.0,31.7,45.1,264.2,37.66517561144159,-12.100000000000009,42.8,54.900000000000006
Passaic County,New Jersey,149761,29843.212587629976,2337,501825,465,0.015604863739154477,40.5,58.00000000000001,51.36584515525019,6.9,58030,17.5,26.2,23.2,25.7,917.0,280.1,40.17459240376327,-16.200000000000003,41.2,57.4
Madison County,North Carolina,5186,23838.198115375777,81,21754,372,0.015618973860027498,2.5,6.100000000000006,50.51295263971518,5.7,38445,19.7,20.3,24.0,24.8,65.8,282.2,24.260079235609417,23.5,61.0,37.5
Delta County,Michigan,10050,28085.17773306506,157,35783,438,0.015621890391821987,1.2,6.800000000000002,50.31185602417915,6.5,43338,8.8,18.0,22.4,32.1,25.3,283.9,26.658114620531848,26.4,62.4,36.0
Polk County,Tennessee,4735,28130.941064638784,74,16831,439,0.015628299564344254,1.9,4.599999999999997,50.23920583662241,6.8,36643,22.4,10.2,33.2,34.9,31.2,285.4,36.65226945517921,63.400000000000006,81.2,17.8
Goshen County,Wyoming,3646,27598.21360987056,57,13210,431,0.015633570607965698,10.6,13.799999999999992,48.31218933155279,3.2,45721,10.3,21.5,27.4,29.9,6.0,226.2,40.46551559668034,58.900000000000006,78.2,19.3
Fulton County,Pennsylvania,4153,28582.243633860973,65,14529,447,0.015651336006469153,1.2,3.6999999999999984,49.5864944296357,6.0,48084,14.7,12.7,24.7,31.6,193.7,216.1,30.7765726681128,71.9,85.5,13.6
Lake County,Tennessee,2747,39153.3637400228,43,7015,612,0.015653439546653092,2.2,32.90000000000002,37.256193990511335,8.8,28524,28.5,8.2,31.7,37.5,850.5,200.2,68.13410621964593,47.5,73.4,25.9
Ramsey County,North Dakota,3638,31582.602656480598,57,11518,494,0.015667948992084964,2.5,15.400000000000006,49.04959391740107,3.4,51097,10.6,22.8,23.8,33.2,4.3,240.7,38.69679333561566,36.10000000000001,66.60000000000001,30.5
Frio County,Texas,5935,29227.814439082045,93,20305,458,0.015669755422582046,78.5,83.6,40.53898482469911,3.8,34206,32.2,7.9,21.7,27.5,22.6,238.4,58.390641056043,7.400000000000006,53.400000000000006,46.0
Sullivan County,Tennessee,45881,28974.789703690607,719,158347,454,0.015670974879207135,1.8,6.299999999999991,51.50237351375871,5.9,38840,15.3,21.2,33.3,30.1,29.0,291.7,40.28358977660465,52.0,75.2,23.200000000000003
Jackson County,Georgia,18569,25445.003220192662,291,72976,398,0.015671280006078515,7.1,17.599999999999998,50.605315500148784,4.8,51931,18.5,18.6,25.4,27.4,178.1,206.0,17.804931267728563,58.0,78.3,20.3
Custer County,Montana,3062,26854.93773022277,48,11401,421,0.015676028227432127,3.2,7.600000000000004,50.26481715006306,3.3,47493,9.7,19.5,27.8,30.6,1.5,213.1,36.33015597920277,45.8,71.5,25.7
Crawford County,Arkansas,15884,25110.26447665871,249,63256,393,0.015676152004053437,7.3,14.999999999999998,50.76063684218999,5.4,43466,15.5,14.3,28.2,35.1,104.4,216.8,47.07333729870244,56.8,77.3,20.5
White County,Tennessee,8229,30093.252879868345,129,27344,471,0.015676266670600722,2.3,6.200000000000013,51.0153822838524,6.2,35400,20.5,11.9,34.0,31.2,60.3,244.2,41.83413390844034,62.80000000000001,80.80000000000001,18.0
Clarke County,Virginia,2679,18325.466858198237,42,14618,287,0.015677491016144417,4.8,13.099999999999993,49.79415253645942,4.0,70281,10.4,32.2,22.1,26.8,79.7,247.3,15.996021340084996,13.70000000000001,55.900000000000006,42.2
McNairy County,Tennessee,7651,29777.379933058302,120,25693,467,0.015684224079411526,2.0,9.9,51.15821931007901,8.7,34882,21.2,11.4,35.4,38.6,121.5,254.7,43.95085066162571,63.400000000000006,80.60000000000001,17.2
Tillman County,Oklahoma,1530,21103.44827586207,24,7249,331,0.015686273484557287,25.8,39.399999999999984,48.87366618363852,4.2,35274,24.2,16.1,36.0,33.4,10.1,129.2,50.4029304029304,54.7,76.7,22.0
Bingham County,Idaho,9817,20971.56651214458,154,46810,328,0.01568707328423069,17.9,26.000000000000004,49.89530296017104,4.1,47292,15.6,17.1,26.4,33.3,12.0,311.9,31.831597516707944,55.6,76.1,20.5
Jackson County,Ohio,8988,27729.614660784257,141,32412,435,0.015687583270053592,1.0,3.7999999999999874,51.100416871015206,7.5,41161,17.3,17.3,35.2,37.4,121.3,231.6,42.62328295311804,53.8,76.3,22.5
Dunklin County,Missouri,7456,25594.727266485872,117,29130,401,0.015692059875374732,6.4,18.89999999999999,51.93010839669956,8.0,31486,28.1,10.9,31.0,32.0,16.8,251.4,53.14355099838101,57.000000000000014,78.10000000000001,21.1
Jasper County,South Carolina,5924,19698.733082831775,93,30072,309,0.015698851861937004,13.2,58.4,48.81485527034408,5.1,37715,21.7,13.0,29.8,37.0,237.5,235.1,27.203762706721285,-0.6999999999999957,49.2,49.9
Floyd County,Indiana,18913,24086.24334581391,297,78521,378,0.01570348429279604,3.1,11.700000000000005,51.5016801558557,4.2,53186,11.6,24.3,29.4,30.1,112.9,288.9,28.06452168817964,14.100000000000009,56.00000000000001,41.9
Dyer County,Tennessee,12797,34438.49403912915,201,37158,540,0.015706806159984325,3.3,19.7,51.78670763688379,7.3,43425,15.6,19.9,34.2,37.2,101.4,222.7,46.697312588401694,57.20000000000001,78.10000000000001,20.9
Vernon County,Wisconsin,6239,20242.03491012913,98,30821,317,0.015707645204237133,1.6,3.7000000000000015,49.83211534663244,4.2,46943,12.3,20.1,26.5,32.8,37.6,226.9,28.904574696211583,4.700000000000003,51.6,46.9
Washington County,Kansas,1400,25897.15131335553,22,5405,407,0.015714284591836814,3.3,5.700000000000005,48.92318736539842,3.2,43264,10.2,15.5,28.5,30.7,1.6,266.2,32.212684787792085,65.6,82.0,16.400000000000002
Sherman County,Oregon,318,17865.16853932584,5,1779,281,0.015723265495828462,4.5,8.299999999999995,47.1559633027523,6.3,53277,7.5,18.5,17.8,27.1,101.8,195.6,12.049963262307129,54.900000000000006,76.4,21.5
Pierce County,Nebraska,1272,17795.18746502518,20,7147,279,0.015723269204145504,1.6,3.299999999999995,49.85365853658536,2.5,53489,5.8,20.4,26.4,34.1,17.0,217.6,25.455898771864533,74.4,86.4,12.0
Cotton County,Oklahoma,1462,25803.03565125309,23,5665,406,0.01573187306895533,7.3,23.400000000000013,50.45,4.0,41469,15.6,16.0,33.6,36.2,116.1,166.3,44.20824295010846,67.0,82.3,15.3
Morgan County,Illinois,9661,28703.428605383564,152,33657,451,0.01573336077286657,2.3,10.999999999999996,49.71546367806747,5.1,46406,10.6,22.1,24.7,28.8,42.8,290.9,44.364885105761154,32.0,65.0,33.0
Van Buren County,Michigan,17347,22922.420286216417,273,75676,360,0.015737591423660623,11.2,18.500000000000004,50.26333289001197,6.0,46715,13.5,18.4,24.7,33.5,69.4,246.6,29.04889922255322,12.300000000000004,55.3,43.0
Stephenson County,Illinois,11687,26264.101757382356,184,44497,413,0.015743988912946105,3.6,16.70000000000001,51.60671044307249,6.7,48569,10.0,18.0,27.8,32.9,20.8,277.2,39.52740807579517,16.299999999999997,57.1,40.8
Marquette County,Wisconsin,3873,24868.37036085784,61,15573,391,0.015750064142781715,3.2,6.400000000000007,49.2284357689264,6.2,43661,12.2,13.0,21.7,34.9,33.8,334.1,24.877765807574377,27.40000000000001,63.1,35.7
Washington County,Oklahoma,12698,24643.390843635374,200,51526,388,0.015750511767597168,5.7,26.400000000000013,51.42190602888156,4.2,49056,10.1,26.1,30.2,33.2,130.1,184.2,38.58195693079657,48.1,72.7,24.6
Winnebago County,Iowa,2984,28819.779795248214,47,10353,453,0.015750669713449406,4.2,7.700000000000001,51.2375533428165,3.9,50703,7.4,21.3,27.3,28.6,53.1,229.2,26.86493793781492,26.4,62.3,35.9
Coffee County,Tennessee,16947,29984.076433121016,267,56519,472,0.015755000792146097,4.1,10.799999999999995,51.183563265155165,5.6,45235,16.8,18.2,33.9,35.9,82.1,292.2,39.48226509023024,50.0,73.5,23.5
Sheridan County,Montana,698,21093.986098519188,11,3308,332,0.015759310063136096,2.6,9.100000000000003,49.775784753363226,2.5,52711,9.3,21.3,29.9,29.8,4.1,271.6,26.93554195174649,40.8,69.1,28.3
Montgomery County,Ohio,128090,24091.2416515732,2019,531686,379,0.01576235458212011,2.7,28.59999999999999,51.85258286386697,5.0,42994,11.4,24.8,24.8,33.3,32.1,276.4,34.9504891463663,-2.1000000000000014,48.2,50.3
Stewart County,Georgia,2220,33529.678296329854,35,6620,528,0.015765765055596168,20.3,74.2,37.96296296296296,6.7,27635,38.1,9.7,29.1,34.2,13.2,248.8,38.56128434702069,-19.099999999999994,40.3,59.4
Poinsett County,Arkansas,8052,34223.05338320299,127,23527,539,0.01577247869135024,2.8,12.599999999999993,51.000082994439374,5.7,35851,24.5,8.0,33.3,38.4,32.4,310.5,59.33336988103722,60.2,78.9,18.7
Bedford County,Tennessee,14961,30094.7438295818,236,49712,474,0.015774346529146804,11.8,22.200000000000006,50.64028684850813,6.6,42252,21.9,13.3,36.5,32.1,222.8,271.5,41.65900594472023,51.900000000000006,75.2,23.3
Osceola County,Iowa,1394,23397.113125209802,22,5957,369,0.01578192139297551,7.4,9.599999999999987,49.6015612294682,2.8,51423,12.8,14.4,27.9,34.4,25.1,276.0,26.258593923264584,62.80000000000001,80.80000000000001,18.0
Crittenden County,Arkansas,14315,29850.901887185904,226,47954,471,0.01578763523725019,2.4,56.8,52.71114899143634,6.4,35455,19.5,14.6,33.9,38.8,83.5,233.0,54.13958262059528,-6.800000000000004,45.0,51.8
Osceola County,Michigan,5067,21598.46547314578,80,23459,341,0.01578843465979012,1.7,5.100000000000003,49.50691184703501,6.2,40235,12.7,12.9,25.3,34.2,5.2,375.8,30.525841684494992,46.39999999999999,72.39999999999999,26.0
Washington County,Alabama,3736,22883.743721670955,59,16325,361,0.015792290797850887,0.5,34.900000000000006,50.18511883434849,8.9,41321,18.0,10.3,32.2,40.2,16.3,257.6,30.75179743669897,48.6,74.0,25.4
Webster County,Iowa,10384,28921.56862745098,164,35903,456,0.015793528353298072,4.5,11.900000000000004,48.6155095412099,4.2,43490,9.6,19.1,28.0,31.1,12.2,264.5,37.224063756259255,24.3,61.4,37.1
Plymouth County,Iowa,6330,25141.99467768201,100,25176,397,0.01579778806006654,4.5,7.199999999999998,51.01690174611419,2.8,62745,7.7,20.0,25.4,32.2,16.7,276.8,23.20412035782055,49.39999999999999,74.1,24.7
Comal County,Texas,34812,22285.527722474377,550,156208,352,0.015799149673103672,26.8,31.300000000000004,50.63361735089078,3.7,64533,10.5,33.2,20.7,26.7,21.7,259.9,7.359261756278443,43.1,70.8,27.700000000000003
Laurens County,South Carolina,18667,27657.683018979744,295,67492,437,0.015803289142319123,4.5,31.9,51.37126360738557,6.5,38268,21.8,14.3,32.7,40.8,139.6,214.5,39.73631673617837,32.300000000000004,65.60000000000001,33.300000000000004
Marshall County,Indiana,12328,26650.525314540188,195,46257,421,0.015817650747747804,9.7,11.999999999999996,50.26522929500342,4.1,52508,14.9,17.3,26.2,30.8,2279.6,187.5,40.67973311092577,40.8,69.5,28.7
Muskegon County,Michigan,40372,23260.315960499178,639,173565,368,0.015827801407342214,5.4,23.499999999999996,50.25216117470629,5.6,42588,11.6,17.6,25.1,35.8,17.9,383.6,29.817619641668134,-1.0,48.6,49.6
Madison County,Missouri,3601,29789.87425545996,57,12087,471,0.015828935966983173,2.3,5.099999999999984,50.89154261410109,5.8,35363,24.9,9.9,28.0,34.3,19.4,233.5,39.65737390934241,62.90000000000001,80.80000000000001,17.9
Wise County,Texas,17052,24365.56927297668,270,69983,385,0.0158339196819498,18.8,22.5,49.7746928708081,4.6,59904,15.2,15.9,21.0,30.9,8.5,164.1,27.14907630884443,68.3,83.6,15.3
Westmoreland County,Virginia,3284,18229.25339994449,52,18014,288,0.01583434787349732,6.2,36.2,50.86383268924756,5.4,48232,20.5,16.5,29.9,30.7,76.1,300.6,27.84533605184592,8.300000000000004,53.7,45.4
Coos County,New Hampshire,7136,22608.750752463326,113,31562,358,0.015835201571816122,1.7,6.400000000000006,47.3115601357452,4.7,42491,13.4,17.8,26.4,30.5,109.1,202.1,,,,
Weakley County,Tennessee,9525,28579.57273163706,151,33327,453,0.015853018206267527,2.3,12.90000000000001,51.249407863571776,7.0,36205,16.4,19.5,34.4,30.9,23.2,253.2,48.82418812989921,53.7,75.7,22.0
Lunenburg County,Virginia,2460,20170.54772056412,39,12195,319,0.015853657892127726,4.3,40.1,48.52453714932493,5.2,37548,27.2,12.5,26.4,27.5,29.9,255.6,38.31852078864031,19.4,59.4,40.0
Clark County,Wisconsin,7694,22125.72611721401,122,34773,350,0.01585651136136585,4.4,6.500000000000004,49.27418653840581,4.4,45316,18.2,11.7,23.9,34.1,28.7,199.5,37.28742212493686,36.70000000000001,67.10000000000001,30.4
Cleveland County,Arkansas,2269,28519.35646053293,36,7955,452,0.01586601957399649,1.8,15.299999999999992,49.72395583293327,5.8,43201,15.1,14.6,33.7,35.7,14.5,226.6,43.41586500551964,61.500000000000014,79.60000000000001,18.1
Carroll County,Indiana,4222,20842.178012538876,67,20256,330,0.015869255900775557,3.9,5.799999999999991,50.08502550765229,4.3,55318,12.5,16.7,32.4,26.9,48.9,239.7,37.13492797674111,51.1,74.5,23.4
Berrien County,Michigan,35344,23040.267012600958,561,153400,365,0.015872566727386357,5.2,24.90000000000001,51.05777422102899,5.0,44145,11.7,24.8,26.0,34.8,54.8,260.0,28.73258932433601,7.400000000000006,52.8,45.4
Clark County,Kansas,504,25275.82748244734,8,1993,401,0.01587301272360859,10.7,16.90000000000001,48.63571086644328,2.5,47650,6.8,30.7,27.3,31.2,2.7,299.5,31.77083333333333,70.79999999999998,84.39999999999999,13.6
Ellsworth County,Kansas,2016,33038.34808259587,32,6101,524,0.015873015085663935,6.0,13.9,43.516032222397726,3.7,46961,10.8,21.1,29.7,33.3,31.6,169.9,45.14173998044966,52.1,75.1,23.0
Rusk County,Wisconsin,3465,24439.27211172239,55,14177,387,0.01587301541492019,1.8,4.800000000000004,49.61649426500598,5.6,39999,12.5,14.2,27.6,31.7,16.2,294.7,29.1209778896279,34.8,66.7,31.9
