county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Dixon County,Nebraska,1182,20972.320794889994,9,5635,159,0.007614212553789124,12.6,14.400000000000013,49.60971379011275,3.3,52601,13.4,16.6,27.2,31.5,4.4,219.0,24.41774944839421,54.60000000000001,75.7,21.1
King George County,Virginia,5119,19075.122969145923,39,26835,145,0.0076186753737316785,4.6,26.200000000000003,49.77703019871695,4.7,76206,7.6,31.8,20.6,28.3,131.3,165.2,24.31739246593641,21.39999999999999,59.6,38.2
Campbell County,Kentucky,23343,24943.366387416652,178,93583,190,0.007625412296511106,1.9,7.600000000000007,50.9770816086445,4.2,52349,10.8,28.1,23.1,31.6,96.6,223.7,31.25501513338495,18.599999999999994,58.3,39.7
Arapahoe County,Colorado,156686,23863.59828812501,1196,656589,182,0.007633100591225061,18.9,38.7,50.65686581169848,3.7,65359,8.2,39.4,15.9,21.4,716.7,127.7,18.751537731538438,-24.6,36.4,61.0
Prince William County,Virginia,97967,20829.196211211158,748,470334,159,0.007635224098282867,22.4,55.4,50.11946410863358,4.1,91886,10.4,38.1,16.9,25.5,1195.0,98.9,18.53859908765467,-27.1,35.7,62.8
Travis County,Texas,227227,17836.358298651285,1735,1273953,136,0.007635536266537191,33.9,50.7,49.57274618726755,3.3,61779,12.6,45.2,15.0,20.3,72.4,184.7,22.77410461287111,-44.99999999999999,26.4,71.39999999999999
Lewis County,New York,6417,24402.951019166412,49,26295,186,0.007635966843759282,1.7,4.200000000000006,49.61817843173775,7.1,47542,11.9,14.2,21.4,33.7,35369.2,149.1,46.52706090547117,47.49999999999999,72.89999999999999,25.4
Falls Church city,Virginia,2226,15228.843127864815,17,14616,116,0.007637016727896822,10.6,28.000000000000007,50.87047605287871,3.0,125635,3.2,75.1,21.1,27.5,6169.8,128.9,8.835173994582204,-64.69999999999999,17.0,81.69999999999999
McKenzie County,North Dakota,3272,21778.487752928646,25,15023,166,0.007640586563551755,7.0,21.999999999999996,46.545080914461856,2.3,81209,9.8,21.1,27.2,32.8,2.9,300.5,34.537327856970286,67.69999999999999,82.69999999999999,15.0
Sanpete County,Utah,8370,27053.23378260448,64,30938,206,0.007646355942098496,9.5,13.900000000000004,47.00609165166828,4.1,44644,10.7,20.3,19.7,25.4,1.9,109.0,39.47459214352605,68.6,82.8,14.2
Whatcom County,Washington,39343,17161.83854096237,301,229246,131,0.007650662105963801,9.0,20.2,50.45737009843093,5.9,53733,9.0,32.4,15.2,23.1,95.5,173.4,14.414195126822449,-24.099999999999994,36.7,60.8
Rensselaer County,New York,33850,21327.671156923774,259,158713,163,0.007651403227026874,4.6,16.099999999999994,50.68836045056321,4.7,59925,9.3,28.5,23.7,27.4,20553.6,149.9,47.52979754546989,4.5,51.1,46.6
New Hanover County,North Carolina,51432,21935.148183372923,394,234472,168,0.0076606003895228645,5.4,23.09999999999999,52.14676211874505,5.3,49905,8.8,37.2,19.9,24.9,177.3,223.1,24.75608336244033,-1.9000000000000057,48.3,50.2
Richland County,South Carolina,123578,29723.469606190127,947,415758,227,0.0076631762873139424,5.0,56.7,51.48455426323082,5.7,49782,10.4,36.2,21.0,32.6,240.2,180.9,36.59793983048907,-38.30000000000001,30.1,68.4
Rio Blanco County,Colorado,1696,26818.469323213154,13,6323,205,0.007665093887671351,9.9,11.7,49.290834222967824,5.3,63184,8.8,20.8,16.3,22.6,2.1,159.2,24.49105490438001,67.8,83.0,15.2
Nodaway County,Missouri,5740,25982.256020278834,44,22091,199,0.007665505092935451,1.6,7.200000000000013,50.30777347871967,4.9,42956,8.2,23.4,27.6,29.7,93.0,229.3,46.8625551609084,40.49999999999999,69.39999999999999,28.9
Cleveland County,Oklahoma,79443,27971.50844676671,609,284013,214,0.007665873635605561,8.2,27.200000000000006,50.01532712463141,3.4,58205,8.7,31.0,26.2,30.1,1.3,396.0,41.59307570401073,14.1,55.7,41.6
Kittitas County,Washington,8607,17955.5648273704,66,47934,137,0.007668176976087174,8.6,15.599999999999984,49.59749348213877,6.1,48127,9.1,34.0,17.3,28.9,17.8,167.1,25.99739621003906,10.900000000000006,53.900000000000006,43.0
Barber County,Kansas,1043,23559.97289360741,8,4426,180,0.007670181431430352,3.2,7.599999999999994,48.52191641182467,4.3,51676,7.9,18.1,24.0,36.7,39.3,223.7,37.62135922330097,73.8,86.1,12.3
Colfax County,Nebraska,2737,25557.941918012886,21,10708,196,0.0076726339907696745,44.8,48.900000000000006,47.93707611152976,2.6,50758,28.1,14.1,25.5,31.5,11.4,238.9,30.25084238113066,43.2,70.7,27.500000000000004
Lake County,Florida,86320,23512.875969034478,663,367117,180,0.0076807228826683005,14.4,28.9,51.59725947611238,5.4,46895,13.1,21.0,25.4,29.3,316.6,286.5,16.06754179733496,20.0,59.4,39.4
Denver County,Colorado,177033,24344.10370580203,1360,727210,187,0.007682183543360739,30.5,46.4,49.97545938122267,3.7,54872,14.4,43.7,11.8,16.4,3922.6,146.4,17.32410344755142,-61.400000000000006,18.2,79.60000000000001
Palm Beach County,Florida,375184,25066.24264249016,2883,1496769,192,0.00768422960262585,21.3,44.00000000000001,51.5582027121362,5.0,52225,12.3,32.8,22.3,21.5,670.2,244.0,22.279856836422844,-12.800000000000011,43.3,56.10000000000001
Dunn County,North Dakota,1041,23530.741410488245,8,4423,180,0.0076849176095180015,2.7,16.099999999999994,46.976316394573466,1.9,72018,8.7,19.3,29.8,33.5,1.6,197.2,29.215864365728127,68.8,83.39999999999999,14.6
Watonwan County,Minnesota,2990,27438.744608607874,23,10896,211,0.007692307435039885,23.3,26.0,49.60680321872714,4.7,48658,15.3,16.7,22.3,26.9,619.7,146.4,30.04043126684636,21.5,59.8,38.3
Madison County,Florida,5849,31628.183637051854,45,18492,243,0.007693622709973966,5.1,45.6,47.056917593692624,6.2,33017,20.6,10.4,31.4,34.1,27.6,237.3,35.612300933552994,19.499999999999996,59.4,39.900000000000006
Bradford County,Florida,7538,26729.548597567464,58,28200,205,0.007694348531515674,3.8,25.5,44.89635854341737,4.8,39980,23.9,10.4,32.8,35.9,97.0,253.4,35.052576485702055,52.5,75.7,23.200000000000003
Hoke County,North Carolina,15074,27291.161241264435,116,55233,210,0.007695369459364672,12.8,59.5,50.55639040535657,8.1,44175,15.7,18.4,24.8,34.7,69.9,240.5,38.22089151299773,-10.600000000000009,43.9,54.50000000000001
Lake of the Woods County,Minnesota,779,20828.877005347593,6,3739,160,0.0077021812962540055,1.7,6.499999999999999,47.51366831554283,4.4,44727,8.5,16.2,25.6,30.4,5.2,289.3,22.193464898091232,42.99999999999999,70.89999999999999,27.9
Rockingham County,New Hampshire,70216,22667.21331056368,541,309768,174,0.007704796616576283,2.7,6.799999999999995,50.48317403852829,3.6,79653,5.5,38.0,19.2,26.1,156.8,211.1,,,,
Fairfax County,Virginia,188156,16396.5797903675,1453,1147531,126,0.007722315521310872,16.2,48.29999999999999,50.47364107306104,3.6,110507,8.1,59.2,15.6,20.3,2766.8,112.0,17.719550709380822,-42.2,28.2,70.39999999999999
Kane County,Utah,647,8204.412883591174,5,7885,63,0.007727974076047283,4.5,8.299999999999995,49.54457631796853,4.4,48456,4.2,25.6,21.1,26.1,3.0,105.6,29.985522982265657,45.8,71.8,26.0
Grant County,Oklahoma,1035,23886.45280406185,8,4332,184,0.007729467852225329,4.6,11.099999999999994,49.19246298788694,2.8,49774,9.8,22.1,36.7,36.4,47.6,210.3,33.572068039391226,73.5,86.1,12.6
Le Sueur County,Minnesota,6586,22799.183023505382,51,28886,176,0.007743698637356534,5.7,8.299999999999997,49.34915498022294,4.7,61665,9.7,21.6,17.6,32.4,3.1,249.6,19.06691754716071,30.4,64.2,33.800000000000004
El Dorado County,California,27212,14110.960729712771,211,192842,109,0.007753932060289828,12.6,21.500000000000004,50.109991081804175,5.7,70235,7.4,32.1,15.5,20.6,106.0,189.7,17.651954910416382,8.5,53.1,44.6
Adair County,Oklahoma,7978,35946.652248355414,62,22193,279,0.007771371173585219,6.4,59.2,50.36591976870256,5.9,31386,21.5,12.9,35.9,38.6,55.6,248.1,55.71339563862928,59.10000000000001,78.60000000000001,19.5
Ellis County,Oklahoma,772,20005.182689816014,6,3858,155,0.007772019718650296,7.3,13.09999999999999,51.65772793759141,3.9,52032,10.5,24.9,33.4,31.0,4.8,275.8,38.99022801302932,81.50000000000001,90.1,8.6
Grand County,Colorado,3599,22874.030761408412,28,15733,177,0.007779938655739409,8.1,13.099999999999987,45.9406476035963,3.2,59379,5.0,36.3,12.4,17.4,8.0,103.0,15.307532826537663,1.8000000000000045,49.5,47.7
Lincoln County,Wyoming,3979,20065.557236510336,31,19829,156,0.007790902040942396,4.5,7.500000000000003,48.75206215741578,4.6,63575,6.6,20.1,20.4,25.6,4.4,138.0,21.874766773639823,68.19999999999999,82.6,14.4
Monongalia County,West Virginia,25092,23758.663788205886,196,105611,185,0.007811254552003608,2.1,11.7,48.289061370100754,4.7,43835,8.8,38.8,24.1,28.8,267.1,134.5,49.4703466167039,1.2000000000000028,49.4,48.2
Union County,North Carolina,62697,26139.106725201054,490,239858,204,0.00781536595400838,10.9,27.0,50.72604065827686,4.8,64381,11.3,32.3,18.6,26.5,11.3,309.5,13.52017472965662,24.4,61.6,37.2
Nevada County,California,16234,16273.87098391058,127,99754,127,0.007823087299352672,9.2,14.599999999999984,50.69507679232685,5.5,57118,5.7,32.8,17.2,21.1,103.1,231.9,31.05848518782449,-16.299999999999997,40.7,56.99999999999999
James City County,Virginia,15461,20204.382995961998,121,76522,158,0.007826143148398272,5.4,24.1,51.71030289751876,4.3,75926,6.4,46.1,20.4,25.2,470.4,236.1,12.538053097345134,-4.800000000000004,46.9,51.7
Washington County,Florida,6642,26074.66729478271,52,25472,204,0.007828967060690048,3.5,22.4,45.65217391304348,5.9,36482,19.6,11.4,32.8,38.5,42.7,261.6,36.03673723536737,61.10000000000001,80.10000000000001,19.0
Oldham County,Kentucky,18515,27717.48080061079,145,66798,217,0.007831487940418644,3.8,11.499999999999996,47.58714588522891,4.0,92097,8.1,39.8,22.2,28.0,40.6,269.2,19.49920424403183,21.499999999999996,59.7,38.2
Murray County,Minnesota,2043,24932.877715401515,16,8193,195,0.007831619783082732,3.6,6.200000000000009,50.22635215630212,4.4,52219,10.4,17.2,22.1,29.8,55.1,230.4,24.43515939337666,39.19999999999999,68.89999999999999,29.7
Skamania County,Washington,1531,12670.694363982453,12,12082,99,0.007838013857739135,6.0,11.80000000000001,49.26074099843451,7.3,52673,9.7,21.4,20.8,28.1,6.7,235.0,21.32279256207549,9.6,53.5,43.9
Jackson County,Minnesota,2167,22008.93763965062,17,9845,172,0.007844946569222584,3.4,6.900000000000012,49.55463182897862,4.0,53700,8.5,18.6,18.7,31.5,16.9,266.8,24.672800311001687,37.900000000000006,67.9,30.0
Tippecanoe County,Indiana,49917,25502.728220219484,392,195731,200,0.007853036024093924,8.1,23.0,48.95126315959179,4.2,46276,9.2,35.2,22.2,26.4,48.1,262.5,45.89484373579072,-0.6000000000000014,48.4,49.0
Pinellas County,Florida,212746,21820.192082839316,1671,974995,171,0.007854436742474859,9.2,25.299999999999997,51.99022574280775,4.9,45162,10.6,28.3,21.8,25.5,3347.5,273.5,24.87974735229976,-0.1999999999999957,49.2,49.4
Sangamon County,Illinois,56637,29093.552231445712,445,194671,228,0.007857054561758118,2.2,19.200000000000003,52.00066621579336,5.3,55371,7.5,33.0,23.8,28.5,65.6,289.5,30.434405965335483,4.399999999999999,51.1,46.7
Atchison County,Kansas,4323,26896.036831954207,34,16072,211,0.007864908446335682,2.9,11.59999999999999,51.67618122191182,6.1,44199,8.2,19.0,29.6,33.1,14.0,279.7,41.38207471540805,34.4,66.0,31.6
Chelan County,Washington,20462,26505.181347150257,161,77199,208,0.007868243535000275,27.5,31.700000000000006,50.28880193776784,5.5,49174,16.0,24.0,17.3,26.7,24.8,203.3,18.62425126708647,8.199999999999996,53.0,44.8
Boone County,Kentucky,37686,28212.096031621266,297,133580,222,0.007880910662100222,4.1,11.599999999999994,50.56311774564934,4.2,66939,8.1,30.8,23.3,32.5,79.9,278.2,25.81713829857956,35.7,66.9,31.2
Santa Barbara County,California,87795,19662.977968595675,692,446498,154,0.007881997826889916,44.8,54.70000000000001,49.89683879764152,5.3,62116,20.7,31.4,14.0,18.2,155.0,158.6,30.82854997526769,-32.3,32.7,65.0
Eddy County,North Dakota,761,33275.032794053346,6,2286,262,0.007884361644630532,1.8,10.799999999999985,50.62473071951745,4.6,47596,13.4,19.9,26.2,31.5,1.8,179.3,28.636106395019805,37.3,67.7,30.4
Cheyenne County,Nebraska,2025,22727.272727272728,16,8909,179,0.007901234177716831,6.7,10.099999999999996,51.06871753895326,2.2,55964,6.0,23.8,23.3,31.5,1.0,238.9,36.228586723768736,62.1,80.0,17.9
Anoka County,Minnesota,100743,28225.573726398838,797,356920,223,0.007911219630236126,4.2,17.299999999999994,49.98506644706128,3.6,70868,6.6,27.3,18.9,30.0,8.9,324.6,16.248488031576265,1.8999999999999984,49.8,47.9
Granville County,North Carolina,14536,24049.104114620386,115,60442,190,0.007911392350637092,7.6,41.8,49.25730304428833,5.0,49342,18.0,17.7,25.2,35.8,30.3,256.4,29.58358398502774,6.600000000000001,52.7,46.1
Adams County,Washington,4926,24650.953310313766,39,19982,195,0.007917174017109743,62.3,64.8,49.37957530761643,6.8,47423,33.6,13.5,23.6,34.4,9.7,122.0,42.589054949994384,36.900000000000006,67.5,30.6
Denton County,Texas,170986,19272.39077239021,1354,887206,152,0.00791877697126152,19.1,39.1,50.80255106415928,3.6,74569,8.0,41.0,20.2,22.1,20.4,297.2,19.87236817051428,8.100000000000001,53.2,45.1
Montgomery County,Virginia,19403,19691.480184705943,154,98534,156,0.007936916930696711,3.1,16.099999999999998,48.36015231544037,4.3,43484,9.6,44.3,20.0,24.2,243.9,124.9,42.01695902647421,-5.700000000000003,46.1,51.8
Bryan County,Oklahoma,13598,28332.117928950935,108,47994,225,0.007942344404012765,5.6,28.09999999999999,51.42895180615958,4.4,38187,16.1,20.7,33.5,32.5,12.9,225.2,52.85646836638338,56.5,77.3,20.8
Nicollet County,Minnesota,8305,24231.19565851666,66,34273,192,0.007947019771860088,4.3,10.400000000000013,49.97162230785315,2.7,61279,6.5,32.3,18.0,29.9,12.4,263.0,24.50953302017132,-3.1000000000000014,47.2,50.3
Calhoun County,West Virginia,1887,26543.817695878464,15,7108,211,0.007949125174927124,1.3,2.6999999999999957,50.48322147651007,12.5,32162,24.2,8.9,30.2,32.7,27.3,304.8,50.16772895001678,60.50000000000001,79.60000000000001,19.1
Grant County,Minnesota,1506,25217.68251841929,12,5971,200,0.007968126960947746,2.1,4.400000000000016,49.82272497045416,4.8,48179,8.3,18.3,26.8,32.0,61.0,229.3,20.583115752828547,26.6,62.2,35.6
DuPage County,Illinois,224631,24339.13628577094,1799,922920,194,0.008008689803273506,14.1,32.099999999999994,50.9214166593334,4.7,80037,7.7,46.7,17.2,23.0,48.0,216.0,27.76036504375175,-17.499999999999993,40.2,57.7
Pembina County,North Dakota,1996,29348.62520217615,16,6800,235,0.008016031662523465,3.3,8.399999999999999,47.98581560283688,5.3,56298,11.3,18.8,26.3,32.1,2.6,201.3,39.00384544955136,50.30000000000001,73.9,23.6
Columbia County,Florida,21193,29563.652596043856,170,71685,237,0.008021516500629846,5.8,26.90000000000001,48.27258921791952,5.4,38484,15.6,14.1,31.6,36.3,84.7,257.7,37.124859649456674,45.1,72.1,27.0
Hamilton County,Indiana,81765,24190.04115250687,656,338010,194,0.0080229927132355,3.8,15.499999999999996,51.113543674742566,3.4,89861,3.8,55.6,16.3,25.9,61.1,253.4,8.602079551081037,6.800000000000004,52.400000000000006,45.6
Ozaukee County,Wisconsin,23174,25973.705741921745,186,89220,208,0.00802623626466628,2.8,7.900000000000006,50.88536388170856,3.7,77364,3.8,46.4,18.9,27.1,370.7,207.8,8.440301396789469,12.1,55.2,43.1
Johnson County,Kansas,148890,24716.09442879411,1199,602400,199,0.008052924972763165,7.4,19.5,51.01840541675233,3.4,76104,4.3,52.1,17.0,24.8,3.4,353.1,17.78269479963815,-7.900000000000006,45.0,52.900000000000006
Chisago County,Minnesota,14845,26237.65001148836,120,56578,212,0.008083529753563289,2.0,6.200000000000008,48.24391771184411,4.2,75122,6.3,21.5,21.6,29.8,21.4,270.3,16.295379537953796,29.3,63.5,34.2
Columbia County,Wisconsin,15821,27499.47855106723,128,57531,222,0.00809051255868458,3.1,6.900000000000004,48.92234548335975,4.4,59020,7.7,22.2,22.2,34.7,74.2,224.8,22.484150779301032,1.5,50.0,48.5
Geary County,Kansas,9262,29245.342595516264,75,31669,236,0.00809760302205136,15.6,42.8,46.8516035311208,6.2,41193,8.9,19.7,26.5,32.7,45.5,205.6,60.6083682362398,14.70000000000001,55.8,41.1
Freeborn County,Minnesota,9250,30547.2078200852,75,30280,247,0.008108108020452887,9.5,13.700000000000012,49.99183513504686,3.8,47203,12.2,15.3,25.3,29.9,24.2,234.8,26.76320495485672,15.999999999999991,56.99999999999999,41.0
Cherokee County,Oklahoma,14523,29847.70947653986,118,48656,242,0.00812504297923953,6.9,51.7,50.718948847202704,5.0,38027,14.6,23.9,27.8,35.5,57.8,247.5,51.12570356472796,29.4,63.4,34.0
Berkeley County,West Virginia,36247,30415.95690226649,295,119170,247,0.008138604551718475,4.0,15.400000000000002,50.75620464116118,5.0,56737,13.6,20.3,25.9,34.3,324.4,205.9,40.96576576576577,32.5,65.2,32.7
Tyrrell County,North Carolina,982,24452.19123505976,8,4015,199,0.008146638681605022,7.6,46.8,42.127139364303176,9.4,32773,29.4,8.0,26.3,30.8,87.4,257.7,45.9265890778872,15.799999999999995,57.6,41.8
Elbert County,Colorado,4880,18257.323506304012,40,26728,149,0.008196721143509812,6.5,10.599999999999994,49.32594794933409,3.1,83603,4.2,29.5,16.3,19.6,12.5,142.2,1.313759906387958,50.3,74.0,23.7
Howard County,Maryland,46116,14159.476803094967,378,325689,116,0.008196721293701272,6.5,45.89999999999999,51.0894574313189,3.9,106871,4.8,60.4,16.3,21.7,560.1,184.6,18.16212142621638,-44.3,26.9,71.2
Wright County,Minnesota,37182,26870.072338611186,305,138376,220,0.008202893851318128,2.8,7.000000000000004,49.63318843895371,3.7,76489,5.9,27.4,19.3,28.0,82.2,190.2,6.177832229245498,26.200000000000003,61.9,35.7
Calumet County,Wisconsin,14749,29445.586855397396,121,50088,241,0.008203945974615596,4.1,8.59999999999998,50.11359752297084,3.6,68430,7.4,28.0,22.0,31.3,153.9,169.9,16.4997964997965,19.6,59.0,39.4
Weld County,Colorado,85671,26401.575385525684,703,324491,216,0.008205810591441898,29.0,33.599999999999994,49.67854155510991,3.8,61501,13.5,25.9,18.2,26.0,63.4,128.3,15.027277321150494,18.099999999999994,57.6,39.5
Park County,Montana,4260,25653.378297001083,35,16605,210,0.00821596224845159,2.7,6.099999999999986,50.04062246109618,4.8,42942,4.6,33.4,20.0,22.6,2.4,309.2,9.245799140289176,6.5,51.9,45.4
Brown County,Illinois,2430,36941.3195500152,20,6577,304,0.008230452336195376,3.6,26.40000000000001,35.79737888381682,3.7,50225,18.4,12.8,23.6,27.6,193.0,166.4,55.23420865862314,57.3,76.5,19.2
Albany County,New York,63461,20772.423454858497,523,305505,171,0.00824128203425524,5.7,27.000000000000004,51.62129755654935,4.4,60371,7.5,38.7,20.4,25.4,71.8,174.9,49.01323241900703,-22.7,37.5,60.2
Otsego County,New York,10667,17929.840485435263,88,59492,147,0.008249742118217473,3.5,8.5,51.702057613168726,5.3,43104,10.6,27.2,19.5,26.0,128.3,210.5,55.277961283606594,15.9,56.8,40.9
Sauk County,Wisconsin,16479,25571.832035008225,136,64441,211,0.008252927918848667,4.8,8.700000000000003,50.18155983580675,4.2,50243,10.4,21.9,24.0,32.5,74.6,228.8,23.98160591298505,-1.7000000000000028,48.3,50.0
Marin County,California,35485,13709.982768346303,293,258825,113,0.008257009980958123,15.9,28.5,51.14411036217381,3.5,94549,7.5,54.8,11.6,18.9,485.1,186.0,17.936656580364733,-67.0,15.6,82.6
Milwaukee County,Wisconsin,277430,29335.135123703905,2292,945725,242,0.008261543449424523,14.6,47.8,51.62128653356833,5.8,42946,13.7,28.7,22.0,32.9,3926.0,190.8,32.50132001406054,-39.8,29.3,69.1
Del Norte County,California,5921,21289.371494319,49,27811,176,0.008275628976935838,19.2,37.20000000000001,45.31010859266817,8.6,41419,18.0,16.0,18.7,25.5,28.4,218.5,45.18579051098399,15.599999999999994,56.39999999999999,40.8
Humboldt County,California,17633,13007.716254297053,146,135557,107,0.00827992963035258,11.1,25.100000000000005,50.174920658351176,5.6,40581,9.7,27.5,14.7,25.5,37.7,202.8,56.32578205176936,-37.6,29.9,67.5
Hennepin County,Minnesota,312909,24719.416230922794,2593,1265842,204,0.008286754293329129,6.9,30.5,50.63297960503379,3.3,64490,7.3,46.4,16.2,22.8,11.0,297.4,14.130086547264655,-43.400000000000006,27.3,70.7
Kitsap County,Washington,41506,15289.181612904415,344,271472,126,0.008287958347496849,7.3,22.59999999999999,48.975485027210965,5.5,61898,5.9,30.0,17.9,29.6,635.9,191.0,21.47605949929609,-18.3,39.0,57.3
Mineral County,Colorado,241,31339.401820546165,2,768,260,0.008298751743256538,12.6,16.200000000000006,48.08153477218225,3.7,51257,3.5,39.4,17.0,18.1,0.8,,-0.2659574468085106,14.399999999999991,56.39999999999999,42.0
